countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
ABW,1995,86.4636209813875,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AW,Aruba
AFE,2021,25.5316788701687,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2020,23.3123322366498,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2019,26.2438256977493,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2018,28.0423922624148,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2017,24.6226691839379,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2016,26.07366565272,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2015,29.3071263771833,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2014,31.6419065871455,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2013,33.654777764427,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2012,32.961493372705,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2011,31.7958381761879,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2010,30.6308466472756,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2009,32.0354202263475,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2008,36.3881365515128,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2007,31.9766564503459,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2006,29.7046444966503,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2005,28.4833528881534,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2004,27.391935189062,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2003,26.7314400097465,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2002,28.246292754121,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2001,27.0218327182007,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,2000,25.8673631708221,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,1999,25.6694688955943,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,1998,27.2003050710077,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,1997,26.2935645076771,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,1996,26.6009704589483,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFE,1995,25.9908731818509,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZH,Africa Eastern and Southern
AFG,2021,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2020,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2019,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2018,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2017,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2016,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2015,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2014,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2013,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2012,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2011,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2010,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2009,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2008,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2007,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2006,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2005,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2004,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2003,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2002,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2001,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,2000,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,1999,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,1998,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,1997,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,1996,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFG,1995,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AF,Afghanistan
AFW,2021,21.339107478386,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2020,17.183027435306,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2019,26.0548135343064,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2018,24.5202614002982,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2017,22.416102445926,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2016,21.2779692394347,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2015,20.149503848596,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2014,20.765120218185,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2013,21.7632150488918,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2012,22.916839862811,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2011,28.1470212922545,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2010,25.8657636705984,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2009,25.3134065973176,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2008,23.9281249736517,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2007,25.6806164572866,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2006,21.3614807647526,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2005,21.7660512857996,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2004,22.0477590118837,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2003,28.3064503259989,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2002,25.3953809783058,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2001,28.3239702107387,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,2000,23.7308898588327,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,1999,24.2596690704884,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,1998,28.642021174482,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,1997,29.1313696656255,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,1996,25.8839355798285,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AFW,1995,25.8554923903393,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),ZI,Africa Western and Central
AGO,2021,16.1973489198422,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2020,16.2453727846664,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2019,17.0387830650203,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2018,25.541723496358,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2017,23.2527251600707,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2016,25.2456726203982,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2015,33.1339181383385,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2014,34.6378933219044,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2013,36.0648469678372,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2012,35.8599667074303,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2011,39.3125588161519,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2010,42.5805324079214,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2009,63.6888259118458,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2008,48.8896796542348,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2007,40.1542845215112,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2006,31.1572958281252,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2005,41.0646943598961,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2004,45.1995887314867,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2003,49.5798907399883,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2002,48.2165964065917,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2001,74.946850958953,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,2000,62.8612782697202,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,1999,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,1998,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,1997,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,1996,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
AGO,1995,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AO,Angola
ALB,2021,43.9123447009596,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2020,37.2477679402658,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2019,44.9749244902205,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2018,45.236190919583,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2017,46.624465948041,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2016,45.8319636476989,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2015,44.5336151883802,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2014,47.19484413802,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2013,46.9573987095321,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2012,47.572712860263,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2011,51.9770317939697,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2010,48.5639550032469,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2009,49.8541657924919,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2008,52.1493333802176,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2007,54.9542146887506,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2006,49.0574825118736,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2005,47.85935562815,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2004,44.8296265467915,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2003,46.1731745895907,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2002,47.5794520503068,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2001,45.1576132001299,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,2000,43.3387875873655,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,1999,34.1692673931568,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,1998,36.6703685610943,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,1997,35.2284289698301,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,1996,33.27511148197,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
ALB,1995,34.9697653759195,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AL,Albania
AND,2021,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2020,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2019,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2018,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2017,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2016,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2015,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2014,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2013,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2012,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2011,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2010,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2009,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2008,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2007,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2006,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2005,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2004,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2003,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2002,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2001,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,2000,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,1999,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,1998,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,1997,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,1996,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
AND,1995,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AD,Andorra
ARB,2021,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2020,36.8115641123003,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2019,38.5629118242521,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2018,37.7251528376819,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2017,39.3392951874475,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2016,38.3344780193116,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2015,41.0901032470452,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2014,38.4752591025106,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2013,37.5092536069695,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2012,36.3569607846377,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2011,35.7572016652855,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2010,37.0903662733976,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2009,41.5353175788746,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2008,40.6354399256886,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2007,39.8473258803104,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2006,35.530776396233,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2005,35.9763961119358,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2004,36.0465487443048,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2003,32.8073570521479,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2002,32.1696489709444,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2001,31.2149231789589,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,2000,30.1399091089734,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,1999,31.8358568439527,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,1998,33.6956703348938,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,1997,32.4328501007,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,1996,32.9503313416991,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARB,1995,34.1949775654181,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),1A,Arab World
ARE,2021,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2020,70.6453007377593,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2019,70.7193961716637,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2018,65.9257962668894,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2017,74.4610327858834,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2016,73.2399666737447,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2015,71.9130486297312,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2014,67.1057131191364,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2013,63.092896368003,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2012,62.3355072430771,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2011,61.5893776215917,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2010,61.6350894338384,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2009,73.8086264961866,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2008,69.6456553241827,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2007,64.4140553654625,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2006,50.8428719062721,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2005,51.9675602523703,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2004,53.0548827099662,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2003,46.3769702756087,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2002,43.5683114306968,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2001,40.7053546013305,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,2000,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,1999,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
ARE,1998,,,,1,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),AE,United Arab Emirates
